label,message
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time
ham,I went to project centre
ham,How do you guys go to see movies on your side.
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,Then we gotta do it after that
ham,Convey my regards to him
ham,Are you this much buzy
ham,Hi my email address has changed now it is 
ham,I dont thnk its a wrong calling between us
ham,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps 
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
ham,"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there."
ham,"Greetings me, ! Consider yourself excused."
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
ham,Not to worry. I'm sure you'll get it.
ham,Yeah that'd pretty much be the best case scenario
ham,Ard 4 lor...
ham,If You mean the website. Yes.
ham,Got smaller capacity one? Quite ex...
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,Ill call you evening ill some ideas.
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub
ham,You call him and tell now infront of them. Call him now.
ham,"Sorry, I'll call later"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Dear good morning now only i am up
ham,Mom wants to know where you at
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
ham,Nokia phone is lovly..
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know."
ham,She went to attend another two rounds today..but still did't reach home..
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?
ham,Okie but i scared u say i fat... Then u dun wan me already...
ham,Now i'm going for lunch.
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.
ham,Nan sonathaya soladha. Why boss?
ham,I'm leaving my house now.
ham,Thank you princess! I want to see your nice juicy booty...
ham,"""Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x"""
ham,Can ü call me at 10:10 to make sure dat i've woken up...
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?"
ham,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam,FROM 88066 LOST £12 HELP
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.
ham,Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
ham,Should I head straight there or what
ham,Lmao!nice 1
ham,"Yo my trip got postponed, you still stocked up?"
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
ham,You also didnt get na hi hi hi hi hi
ham,Hey i've booked the 2 lessons on sun liao...
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
ham,Not yet chikku..wat abt u?
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
ham,"""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
ham,No need for the drug anymore.
ham,Nt joking seriously i told
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,I am waiting machan. Call me once you free.
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,How did you find out in a way that didn't include all of these details
ham,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,I will spoil you in bed as well :)
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,At WHAT TIME should i come tomorrow
ham,Really do hope the work doesnt get stressful. Have a gr8 day.
ham,"Yo, you at jp and hungry like a mofo?"
ham,Then get some cash together and I'll text jason
ham,When you are big..| God will bring success.
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,I was just callin to say hi. Take care bruv!
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,Discussed with your mother ah?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,I told that am coming on wednesday.
ham,U can call me now...
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,"Hiya, probably coming home * weekend after next"
ham,Nvm it's ok...
ham,I don't know but I'm raping dudes at poker
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
ham,Then anything special?
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,Hope you are having a good week. Just checking in
ham,Then. You are eldest know.
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,There bold 2  &lt;#&gt; . Is that yours
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,I've reached home finally...
ham,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks."
ham,Smith waste da.i wanna gayle.
ham,Stop knowing me so well!
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,"Yeah, that's fine! It's £6 to get in, is that ok? "
ham,How is your schedule next week? I am out of town this weekend.
ham,Are you not around or just still asleep? :V
ham,Where can download clear movies. Dvd copies.
ham,I like to think there's always the possibility of being in a pub later.
ham,How are you holding up?
ham,What's a feathery bowa? Is that something guys have that I don't know about?
ham,We're finally ready fyi
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
ham,"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!"
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,O shore are you takin the bus
ham,Oh k.i think most of wi and nz players unsold.
ham,Die... Now i have e toot fringe again...
ham,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!"""
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,HI DARLIN IVE JUST GOT BACK AND I HAD A REALLY NICE NIGHT AND THANKS SO MUCH FOR THE LIFT SEE U TOMORROW XXX
ham,Yup
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,"Sorry, I'll call later"
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Ok
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Yup next stop.
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
ham,Ok thanx... Take care then...
ham,Got it..mail panren paru..
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
ham,"Sorry, I'll call later"
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
ham,Thank you. I like you as well...
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?"
ham,"I just got home babe, are you still awake ?"
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
ham,Play w computer? Aiyah i tok 2 u lor?
ham,make that 3! 4 fucks sake?! x
ham,So are you guys asking that i get that slippers again or its gone with last year
ham,Ryder unsold.now gibbs.
ham,Yes we are chatting too.
ham,Or just do that 6times
ham,U guys never invite me anywhere :(
ham,"Goodmorning,my grandfather expired..so am on leave today."
ham,Check with nuerologist.
ham,Otherwise had part time job na-tuition..
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
ham,Ranjith cal drpd Deeraj and deepak 5min hold
ham,Congrats kano..whr s the treat maga?
ham,I love to cuddle! I want to hold you in my strong arms right now...
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Lol wtf random. Btw is that your lunch break
ham,Speaking of does he have any cash yet?
ham,"""Im on gloucesterroad what are uup to later?"""
ham,Lil fever:) now fine:)
ham,Just send a text. We'll skype later.
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,Now am free call me pa.
spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
ham,Is avatar supposed to have subtoitles
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,Have a good evening! Ttyl
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,"Awesome, that gonna be soon or later tonight?"
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
ham,"Oops, I'll let you know when my roommate's done"
ham,I'm good. Have you registered to vote?
ham,I think that tantrum's finished so yeah I'll be by at some point
ham,Now? I'm going out 4 dinner soon..
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,I will come tomorrow di
ham,Stupid.its not possible
ham,1's reach home call me.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
ham,Which is weird because I know I had it at one point
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
ham,I'm fine. Hope you are also
ham,Yunny i'm walking in citylink now ü faster come down... Me very hungry...
ham,Good night my dear.. Sleepwell&amp;Take care
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,Yeah my usual guy's out of town but there're definitely people around I know
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..
ham,If you have belive me. Come to my home.
ham,We still on for tonight?
ham,Thnx dude. u guys out 2nite?
ham,Actually getting ready to leave the house.
spam,Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
ham,I've sent ü my part..
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,O. Guess they both got screwd
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,S now only i took tablets . Reaction morning only.
ham,Ok. I asked for money how far
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
ham,"And that's fine, I got enough bud to last most of the night at least"
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,Meet after lunch la...
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham,Just come home. I don't want u to be miserable
ham,We can make a baby in yo tho
spam,"You have been specially selected to receive a ""3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"
ham,I accidentally deleted the message. Resend please.
ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
ham,Yeah but which is worse for i
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,Oh my God. I'm almost home
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone
ham,"I am in tirupur da, once you started from office call me."
spam,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,"When you get free, call me"
ham,Moji i love you more than words. Have a rich day
ham,I cant pick the phone right now. Pls send a message
ham,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,am up to my eyes in philosophy
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm"
ham,Cool. So how come you havent been wined and dined before?
ham,What's nannys address?
ham,Just sent it. So what type of food do you like?
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
ham,But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,I dont know why she.s not getting your messages
ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
ham,Just curious because my cuz asked what I was up to
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
ham,Probably a couple hours tops
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,Already one guy loving you:-.
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,She.s find. I sent you an offline message to know how anjola's now.
ham,I will vote for wherever my heart guides me
ham,Otherwise had part time job na-tuition..
ham,We are both fine. Thanks
ham,Thts wat Wright Brother did to fly..
ham,U meet other fren dun wan meet me ah... Muz b a guy rite...
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...
ham,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!
ham,So ü'll be submitting da project tmr rite?
ham,"We're all getting worried over here, derek and taylor have already assumed the worst"
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham,K come to nordstrom when you're done
ham,Have you bookedthe hut? And also your time off? How are you by the way?
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,Are you staying in town ?
ham,Those ducking chinchillas
ham,Wot about on wed nite I am 3 then but only til 9!
ham,Ok no prob. Take ur time.
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,Ü give me some time to walk there.
ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,Your dad is back in ph?
ham,Dear got train and seat mine lower seat
spam,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x Calls£1/minMobsmoreLKPOBOX177HP51FL
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"I'm in solihull, | do you want anything?"
ham,"It‘s reassuring, in this crazy world."
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,Howz that persons story
ham,In e msg jus now. U said thanks for gift.
ham,K:)all the best:)congrats...
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
ham,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,I accidentally brought em home in the box
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?
ham,Eh den sat u book e kb liao huh...
ham,She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,Kallis is ready for bat in 2nd innings
ham,That was random saw my old roomate on campus. He graduated
ham,"Sounds gd... Haha... Can... Wah, u yan jiu so fast liao..."
spam,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!"
ham,Is that seriously how you spell his name?
ham,Any chance you might have had with me evaporated as soon as you violated my privacy by stealing my phone number from your employer's paperwork. Not cool at all. Please do not contact me again or I will report you to your supervisor.
ham,Watching tv now. I got new job :)
ham,K..k...from tomorrow onwards started ah?
ham,It is a good thing I'm now getting the connection to bw
ham,I got your back! Do you have any dislikes in bed?
ham,Den wat will e schedule b lk on sun?
ham,Nope. Meanwhile she talk say make i greet you.
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Hey come online! Use msn... We are all there
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,"Aight, I'll hit you up when I get some cash"
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx
ham,Whos this am in class:-)
ham,It took Mr owl 3 licks
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Thats cool. Where should i cum? On you or in you? :)
spam,"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins."
spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
ham,Good. No swimsuit allowed :)
ham,U in town alone?
ham,"Nope, I'm still in the market"
ham,Its too late:)but its k.wish you the same.
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*"
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
ham,Hi good mornin.. Thanku wish u d same..
ham,&lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF.
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... "
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.
ham,Lol they were mad at first but then they woke up and gave in.
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! 
ham,U attend ur driving lesson how many times a wk n which day?
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
ham,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!
ham,I've reached sch already...
ham,"K so am I, how much for an 8th? Fifty?"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,I cant pick the phone right now. Pls send a message
ham,I dunno until when... Lets go learn pilates...
ham,Oh sorry please its over
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p"
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Did u got that persons story
ham,"Maybe westshore or hyde park village, the place near my house?"
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,That's a shame! Maybe cld meet for few hrs tomo?
ham,I did. One slice and one breadstick. Lol
ham,Lol great now im getting hungry.
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Not a drop in the tank
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...
ham,On the way to office da..
ham,U can call now...
ham,Will you be here for food
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ..."
ham,PS U no ur a grown up now right?
ham,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
ham,Where @
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Why nothing. Ok anyway give me treat
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Is there coming friday is leave for pongal?do you get any news from your work place.
